@relation goodseed1

@attribute 8.512709507042252881e+03 numeric

@data
8697.982394
8698.153169
8698.248239
8698.258803
8698.269366
8698.276408
8698.350352
8698.413732
8698.420775
8698.475352
8698.545775
8698.554577
8698.607394
8698.672535
8698.751761
8698.774648
8698.894366
8699.158451
8699.538732
8699.684859
8700.419014
8700.728873
8700.767606
8700.818662
8701.494718
8701.744718
8701.96831
8702.165493
8702.533451
8702.709507
8703.253521
8703.424296
8703.454225
8703.46831
8704.580986
8704.619718
8705.125
8705.207746
8705.573944
8705.748239
8706.117958
8706.396127
8706.52993
8706.59507
8706.728873
8706.959507
8707.005282
8707.161972
8707.18662
8707.81162
8708.713028
8709.623239
8710.151408
8710.297535
8710.584507
8710.600352
8710.792254
8711.019366
8711.146127
8711.28169
8711.477113
8711.646127
8711.68662
8711.68662
8712.065141
8712.264085
8712.473592
8712.698944
8712.716549
8712.876761
8713.235915
8714.551056
8714.741197
8715.211268
8715.739437
8716.160211
8716.573944
8716.84331
8717.128521
8717.195423
8717.237676
8717.353873
8717.626761
8718.123239
8719.452465
8719.526408
8719.732394
8719.977113
8720.139085
8721.255282
8721.323944
8721.709507
8721.945423
8722.112676
8722.540493
8723.230634
8723.602113
8723.637324
8724.253521
8724.653169
8724.753521
8724.901408
8725.017606
8725.491197
8725.644366
8725.841549
8725.883803
8726.035211
8726.225352
8726.286972
8726.286972
8726.330986
8726.348592
8726.853873
8726.963028
8727.248239
8727.512324
8727.748239
8727.871479
8728.146127
8728.320423
8728.663732
8729.429577
8729.876761
8730.681338
8730.727113
8731.073944
8731.112676
8731.27993
8731.292254
8731.329225
8731.352113
8731.90669
8732.18662
8732.452465
8732.558099
8732.927817
8733.033451
8733.732394
8735.123239
8735.269366
8736.260563
8736.323944
8737.713028
8737.864437
8738.536972
8738.77993
8739.103873
8739.433099
8739.519366
8739.848592
8739.945423
8740.028169
8740.575704
8740.626761
8740.642606
8741.420775
8741.603873
8742.605634
8742.81338
8743.484155
8743.681338
8743.899648
8743.943662
8743.987676
8744.144366
8744.334507
8744.336268
8744.341549
8744.533451
8744.572183
8744.78169
8744.954225
8745.089789
8745.323944
8745.626761
8745.681338
8745.994718
8746.204225
8746.373239
8746.566901
8746.633803
8746.799296
8746.825704
8747.59331
8747.653169
8748.045775
8748.466549
8748.989437
8749.197183
8749.225352
8750.524648
8750.966549
8751.31162
8751.485915
8752.172535
8752.427817
8753.040493
8753.130282
8753.448944
8753.630282
8753.767606
8754.341549
8754.609155
8754.975352
8756.133803
8757.241197
8757.931338
8758.478873
8758.478873
8759.318662
8759.338028
8759.526408
8760.651408
8760.702465
8762.022887
8762.621479
8762.661972
8762.670775
8763.815141
8764.06338
8764.213028
8764.549296
8765.255282
8765.272887
8765.294014
8765.299296
8765.859155
8766.93838
8767.123239
8767.380282
8767.704225
8768.075704
8769.302817
8769.617958
8769.783451
8770.276408
8771.373239
8771.441901
8771.964789
8772.183099
8772.466549
8772.56338
8773.253521
8773.253521
8773.600352
8773.610915
8773.957746
8774.297535
8774.536972
8774.596831
8774.804577
8774.882042
8775.035211
8775.072183
8775.753521
8775.84331
8776.09331
8776.153169
8776.93838
8777.158451
8777.90669
8778.15669
8779.542254
8780.008803
8780.53169
8780.640845
8781.021127
8781.801056
8781.992958
8782.551056
8783.017606
8783.167254
8783.459507
8783.830986
8784.751761
8785.732394
8785.820423
8787.588028
8788.005282
8788.026408
8788.642606
8789.056338
8790.295775
8790.834507
8791.31162
8791.697183
8791.795775
8791.919014
8792.56338
8792.823944
8793.167254
8793.167254
8794.269366
8795.144366
8795.860915
8796.630282
8797.600352
8798.536972
8798.934859
8799.396127
8800.359155
8800.679577
8800.93662
8801.961268
8802.480634
8803.271127
8803.577465
8805.130282
8805.174296
8805.786972
8806.508803
8807.269366
8807.683099
8808.114437
8808.741197
8808.764085
8810.021127
8810.989437
8810.994718
8811.012324
8811.044014
8812.22007
8812.721831
8813.855634
8814.56338
8814.93838
8816.501761
8816.674296
8817.809859
8818.651408
8819.396127
8820.491197
8821.647887
8822.007042
8822.579225
8822.626761
8823.107394
8824.46831
8824.882042
8825.609155
8827.051056
8827.544014
8829.209507
8829.237676
8830.619718
8830.721831
8831.760563
8831.924296
8833.109155
8833.31338
8833.973592
8834.461268
8835.06338
8836.431338
8836.989437
8837.172535
8838.676056
8838.705986
8838.992958
8839.440141
8839.644366
8839.873239
8841.049296
8841.415493
8843.302817
8843.522887
8844.31338
8844.806338
8846.580986
8846.65493
8846.878521
8847.841549
8848.320423
8848.338028
8848.885563
8848.919014
8849.71831
8850.047535
8851.103873
8851.176056
8851.788732
8851.792254
8852.058099
8853.144366
8853.448944
8854.001761
8855.102113
8855.533451
8855.633803
8857.066901
8857.848592
8857.984155
8858.448944
8859.341549
8859.632042
8860.642606
8860.859155
8861.276408
8861.934859
8862.161972
8863.360915
8864.774648
8865.494718
8865.612676
8867.403169
8867.93838
8868.945423
8869.403169
8870.09507
8871.355634
8871.510563
8872.160211
8872.200704
8873.072183
8873.885563
8874.169014
8874.771127
8875.297535
8875.830986
8876.211268
8877.626761
8878.683099
8879.174296
8880.413732
8880.71831
8881.292254
8881.90669
8882.609155
8883.445423
8884.005282
8884.369718
8885.181338
8885.635563
8886.419014
8887.621479
8887.790493
8888.035211
8888.448944
8889.084507
8890.184859
8890.392606
8891.200704
8891.804577
8892.315141
8893.441901
8894.603873
8894.707746
8894.707746
8895.934859
8896.97007
8898.434859
8898.507042
8900.140845
8900.434859
8901.364437
8902.542254
8902.748239
8904.306338
8904.623239
8906.038732
8906.698944
8907.607394
8908.727113
8909.038732
8910.251761
8910.364437
8910.369718
8911.929577
8912.554577
8913.038732
8913.366197
8914.012324
8915.019366
8915.545775
8916.112676
8916.90493
8917.227113
8917.788732
8918.698944
8919.285211
8919.984155
8921.133803
8921.253521
8922.049296
8922.31338
8923.684859
8923.873239
8925.140845
8925.378521
8925.713028
8927.082746
8927.771127
8927.917254
8930.396127
8931.396127
8932.832746
8932.880282
8932.880282
8933.308099
8934.637324
8935.633803
8936.086268
8936.419014
8936.896127
8938.239437
8938.940141
8939.146127
8940.264085
8940.53169
8942.160211
8942.286972
8942.684859
8943.679577
8944.301056
8944.538732
8946.079225
8946.841549
8946.876761
8947.28169
8947.452465
8948.022887
8948.457746
8948.554577
8949.575704
8949.882042
8951.021127
8951.966549
8952.431338
8954.223592
8954.31162
8956.028169
8956.21831
8957.021127
8957.730634
8958.739437
8958.746479
8960.448944
8961.151408
8962.31338
8963.841549
8964.02993
8964.96831
8965.885563
8966.292254
8966.501761
8966.742958
8968.730634
8968.922535
8969.84331
8970.417254
8971.628521
8972.730634
8973.526408
8974.478873
8974.989437
8976.044014
8976.973592
8977.181338
8977.181338
8978.646127
8978.978873
8979.612676
8981.846831
8981.855634
8983.126761
8983.230634
8984.443662
8985.521127
8986.077465
8986.149648
8987.947183
8987.964789
8989.288732
8989.288732
8989.367958
8991.121479
8991.827465
8992.917254
8993.950704
8994.867958
8995.278169
8996.663732
8996.924296
8996.93838
8997.554577
8997.996479
8998.510563
8999.397887
9000.320423
9000.322183
9000.556338
9000.825704
