@relation goodseed1

@attribute 8.512709507042252881e+03 numeric

@data
8511.609155
8512.230634
8512.242958
8512.505282
8513.022887
8513.309859
8513.820423
8513.866197
8513.866197
8513.90493
8513.945423
8517.600352
8518.15493
8519.267606
8519.308099
8519.332746
8519.34331
8519.53169
8519.549296
8519.776408
8519.786972
8519.855634
8520.044014
8520.06162
8520.144366
8520.151408
8520.160211
8520.480634
8520.508803
8520.521127
8520.573944
8520.596831
8520.602113
8520.602113
8520.632042
8520.633803
8520.642606
8520.68838
8520.705986
8521.698944
8523.075704
8525.086268
8526.934859
8529.105634
8531.320423
8534.221831
8537.640845
8540.228873
8540.228873
8543.522887
8549.191901
8551.552817
8554.132042
8555.320423
8557.480634
8560.221831
8562.751761
8565.727113
8568.917254
8572.822183
8575.617958
8578.359155
8581.732394
8584.482394
8586.329225
8588.107394
8590.367958
8593.899648
8595.971831
8599.426056
8600.466549
8600.952465
8603.153169
8605.552817
8608.589789
8610.727113
8613.908451
8616.859155
8618.577465
8621.408451
8624.660211
8627.535211
8629.723592
8631.973592
8635.211268
8638.181338
8639.751761
8641.387324
8643.515845
8645.274648
8645.385563
8645.889085
8646.024648
8646.309859
8646.660211
8646.883803
8646.982394
8647.038732
8647.241197
8647.295775
8647.637324
8647.72007
8647.739437
8647.778169
8647.77993
8647.896127
8648.096831
8648.176056
8648.176056
8648.301056
8648.323944
8648.380282
8648.440141
8648.551056
8648.977113
8649.017606
8649.028169
8649.126761
8649.183099
8649.801056
8650.40669
8650.808099
8651.190141
8651.658451
8652.258803
8652.447183
8653.151408
8653.195423
8653.461268
8653.559859
8653.617958
8654.700704
8654.836268
8655.772887
8656.68838
8656.788732
8657.251761
8657.545775
8657.646127
8657.755282
8658.096831
8658.244718
8658.378521
8659.338028
8659.429577
8660.209507
8660.383803
8660.482394
8660.830986
8660.864437
8660.975352
8661.227113
8661.341549
8661.413732
8661.542254
8661.834507
8662.34507
8662.65669
8663.84331
8663.896127
8664.489437
8664.586268
8664.665493
8665.348592
8665.360915
8665.508803
8665.691901
8666.288732
8666.318662
8666.40493
8666.434859
8666.434859
8666.440141
8666.931338
8668.080986
8668.137324
8668.197183
8668.580986
8669.318662
8669.78169
8669.867958
8669.948944
8670.123239
8670.170775
8670.237676
8670.262324
8670.309859
8670.378521
8670.533451
8670.580986
8670.691901
8670.901408
8671.058099
8671.084507
8671.169014
8671.376761
8671.623239
8671.90669
8671.957746
8672.139085
8672.165493
8672.190141
8672.309859
8672.434859
8672.612676
8673.110915
8673.952465
8674.177817
8674.461268
8675.27993
8675.473592
8675.711268
8675.71831
8676.955986
8676.957746
8677.142606
8677.200704
8677.535211
8678.635563
8678.635563
8678.669014
8679.71831
8680.81338
8680.90669
8680.926056
8681.052817
8681.06162
8681.235915
8681.239437
8681.265845
8681.56162
8681.713028
8681.991197
8683.205986
8683.258803
8683.40669
8684.248239
8684.387324
8684.552817
8684.577465
8684.852113
8685.299296
8685.56162
8685.998239
8686.242958
8686.596831
8686.795775
8687.163732
8687.223592
8687.40493
8688.725352
8688.809859
8688.940141
8689.073944
8689.151408
8689.998239
8690.584507
8690.945423
8691.480634
8691.610915
8691.885563
8692.066901
8692.169014
8692.169014
8692.346831
8692.503521
8692.503521
8692.617958
8692.667254
8692.683099
8692.721831
8692.973592
8693.146127
8693.494718
8693.503521
8693.519366
8693.521127
8693.746479
8693.860915
8694.25
8694.309859
8694.431338
8694.496479
8694.549296
8694.667254
8695.286972
8695.330986
8695.34331
8695.375
8695.859155
8695.943662
8696.209507
8696.302817
8696.375
8696.463028
8697.058099
8697.110915
8697.420775
8697.702465
8697.716549
8697.744718
8697.751761
8697.802817
8697.84331
8697.84331
8697.846831
